new_variant,bare_form
fudging,FALSE
fuels,FALSE
fueled,FALSE
fueling,FALSE
funerals,FALSE
fungi,FALSE
funnels,FALSE
furs,FALSE
furnaces,FALSE
furrow,TRUE
furrowed,FALSE
furrowing,FALSE
fusses,FALSE
futons,FALSE
gag,TRUE
gags,FALSE
gagging ,FALSE
galled,FALSE
galling,FALSE
galleys,FALSE
gallons,FALSE
gallops,FALSE
gaming,FALSE
ganders,FALSE
gandered,FALSE
gandering,FALSE
gangs,FALSE
gaps,FALSE
gapped,FALSE
gapping ,FALSE
gardened,FALSE
garments,FALSE
gasses,FALSE
gassed,FALSE
gassing ,FALSE
gashes,FALSE
gashed,FALSE
gashing,FALSE
gasket,TRUE
gasps,FALSE
gasping,FALSE
gates,FALSE
gated,FALSE
gating,FALSE
gateway,TRUE
gathers,FALSE
gatherers,FALSE
gays,FALSE
gazes,FALSE
generation,TRUE
generators,FALSE
generously,FALSE
gentlemens,FALSE
ghosted,FALSE
ghosting,FALSE
giblet,TRUE
gifted,FALSE
gifting ,FALSE
gill,TRUE
gingers,FALSE
gizzards,FALSE
gladly,FALSE
glancing,FALSE
glare,TRUE
glares,FALSE
glaze,TRUE
glazing,FALSE
gleam,TRUE
gleams,FALSE
glide,TRUE
glisten,TRUE
glistening,FALSE
glistened,FALSE
glitter,TRUE
glitters,FALSE
globes,FALSE
glob,TRUE
gloved,FALSE
gloving,FALSE
glues,FALSE
gluing ,FALSE
gluers,FALSE
glugs,FALSE
glugged,FALSE
glugging ,FALSE
glump,TRUE
glumped,FALSE
gnarl,TRUE
gnarled,FALSE
gnarled,FALSE
gnash,TRUE
gnashes,FALSE
gnashing ,FALSE
gnats,FALSE
gnaw,TRUE
gnaws,FALSE
gnawing ,FALSE
gnome,TRUE
gnus,FALSE
goals,FALSE
goalies,FALSE
gobbling ,FALSE
gods,FALSE
goggle,TRUE
goldfinches,FALSE
goldfishes,FALSE
golfs,FALSE
golfed,FALSE
golfing ,FALSE
golfer,TRUE
goodbyes,FALSE
googles,FALSE
googled,FALSE
googling,FALSE
goosefeather,TRUE
gory,FALSE
gorillas,FALSE
gossips,FALSE
gossiped,FALSE
gossiping ,FALSE
gourds,FALSE
grabs,FALSE
graced,FALSE
gracing,FALSE
grades,FALSE
graded,FALSE
grading ,FALSE
graduates,FALSE
graduating,FALSE
graffitied,FALSE
graffitiing ,FALSE
grains,FALSE
grained,FALSE
graining,FALSE
granddaughters,FALSE
grandparent,TRUE
grants,FALSE
granting ,FALSE
grape,TRUE
grapple,TRUE
grapples,FALSE
grappled,FALSE
grappling ,FALSE
grasps,FALSE
grasping ,FALSE
gratefully ,FALSE
gratify ,TRUE
gratifies,FALSE
gratifying ,FALSE
graves,FALSE
graved,FALSE
graving ,FALSE
grayed,FALSE
grays,FALSE
graying ,FALSE
greases,FALSE
greased,FALSE
greasing ,FALSE
greasers,FALSE
greenwoods,FALSE
greeting,FALSE
greeted,FALSE
griddles,FALSE
grieve,TRUE
grieved,FALSE
grieving ,FALSE
grimaces,FALSE
grimaced,FALSE
grimacing ,FALSE
grime,TRUE
grimed,FALSE
griming ,FALSE
grinned,FALSE
grinning ,FALSE
grinds,FALSE
grinding,FALSE
grinded,FALSE
gripe,TRUE
griping,FALSE
griped,FALSE
grip,TRUE
grips,FALSE
grit,TRUE
gritting ,FALSE
groaning ,FALSE
grocer,TRUE
groceries,FALSE
groats,FALSE
groom,TRUE
grooms,FALSE
grooming ,FALSE
groomer,TRUE
grooves,FALSE
grooved,FALSE
grooving ,FALSE
grossed,FALSE
grossing ,FALSE
grouch,TRUE
grounded,FALSE
grounding ,FALSE
group,TRUE
grouped,FALSE
grouping ,FALSE
grumbling ,FALSE
grunt,TRUE
grunted,FALSE
grunting ,FALSE
guarantee,TRUE
guarantees,FALSE
guaranteeing ,FALSE
guardian,TRUE
guesses,FALSE
guessing,FALSE
guides,FALSE
guided,FALSE
guiding ,FALSE
guidebooks,FALSE
guitarists,FALSE
gull,TRUE
gulping,FALSE
gumming ,FALSE
gurus,FALSE
gusted,FALSE
gusting ,FALSE
hacked,FALSE
haikus,FALSE
hail,TRUE
hails,FALSE
hailed,FALSE
haircuts,FALSE
hairdressers,FALSE
halfed,FALSE
halves,FALSE
halls,FALSE
hallows,FALSE
hammered,FALSE
hammocks,FALSE
handing,FALSE
handlebar,TRUE
handle,TRUE
handled,FALSE
handsomest,FALSE
handstands,FALSE
hangnails,FALSE
harbors,FALSE
harbored,FALSE
harboring ,FALSE
hared,FALSE
haring,FALSE
harmed,FALSE
harming,FALSE
harnessed,FALSE
harnessing,FALSE
harped,FALSE
harping,FALSE
harrows,FALSE
harrowed,FALSE
harrowing,FALSE
harvests,FALSE
harvesting,FALSE
harvesters,FALSE
hashed,FALSE
hashing,FALSE
hashes,FALSE
hasten,TRUE
hastens,FALSE
hastened,FALSE
hasting,FALSE
hatches,FALSE
hatching,FALSE
hating,FALSE
hatefully ,FALSE
hatter,TRUE
hauls,FALSE
haunt,TRUE
haunts,FALSE
haunted,FALSE
havens,FALSE
hawks,FALSE
haystacks,FALSE
headaches,FALSE
headdresses,FALSE
headland,TRUE
headquarter,TRUE
heals,FALSE
healed,FALSE
heaps,FALSE
heaped,FALSE
heats,FALSE
heated,FALSE
heating ,FALSE
heave,TRUE
heaves,FALSE
heaving ,FALSE
heaviest,FALSE
hedgehogs,FALSE
heeds,FALSE
heeded,FALSE
heeding ,FALSE
heeled,FALSE
heeling ,FALSE
height,TRUE
heist,TRUE
heists,FALSE
heisting ,FALSE
helicopters,FALSE
helmets,FALSE
helper,TRUE
helpfully ,FALSE
helplessly ,FALSE
hems,FALSE
hemmed,FALSE
hemming ,FALSE
herbs,FALSE
herbalist,TRUE
herd,TRUE
herding ,FALSE
herded,FALSE
heritages,FALSE
herons,FALSE
herring,TRUE
hesitate,TRUE
hesitates,FALSE
hesitating ,FALSE
hicks,FALSE
highchairs,FALSE
hiking,FALSE
hikes,FALSE
hilling ,FALSE
hillock,TRUE
hillside,TRUE
hinds,FALSE
hinded,FALSE
hints,FALSE
hinted,FALSE
hinting,FALSE
hires,FALSE
hiring,FALSE
hisses,FALSE
histories,FALSE
hitting ,FALSE
hitching,FALSE
hitches,FALSE
hitchhikers,FALSE
hives,FALSE
hos,FALSE
hoes,FALSE
hogged,FALSE
holing ,FALSE
hollowed,FALSE
hollowing ,FALSE
homelands,FALSE
honesty,FALSE
honeysuckles,FALSE
honks,FALSE
honors,FALSE
honoring,FALSE
hoods,FALSE
hooded,FALSE
hooking ,FALSE
hooped,FALSE
hooping ,FALSE
hoots,FALSE
hopelessly ,FALSE
horizons,FALSE
hornpipes,FALSE
horribly,FALSE
horrors,FALSE
horsing ,FALSE
horsed,FALSE
horseshoes,FALSE
hosed,FALSE
hoses,FALSE
hosing ,FALSE
hosts,FALSE
hosted,FALSE
hosting ,FALSE
hotels,FALSE
hounds,FALSE
hounding,FALSE
hounded,FALSE
houseflies,FALSE
houseguest,TRUE
housekeepers,FALSE
housetops,FALSE
hovercrafts,FALSE
hover,TRUE
hovers,FALSE
howls ,FALSE
hubcap,TRUE
huddle,TRUE
huddles,FALSE
huddling ,FALSE
huffs,FALSE
humorously ,FALSE
humped,FALSE
humping ,FALSE
humpbacks,FALSE
hunches,FALSE
hunching ,FALSE
hundred,TRUE
hunts,FALSE
hunters,FALSE
hurl,TRUE
hurls,FALSE
hurling ,FALSE
hurricanes,FALSE
hurtle,TRUE
hurtled,FALSE
hurtling ,FALSE
husbands,FALSE
hushes,FALSE
hushed,FALSE
hushing ,FALSE
huskies,FALSE
hustles,FALSE
hydrants,FALSE
hyenas,FALSE
ices,FALSE
icebergs,FALSE
iceboxes,FALSE
icicles,FALSE
ideally ,FALSE
ignore,TRUE
ignores,FALSE
ills,FALSE
illness,TRUE
illustrate,TRUE
illustrates,FALSE
illustrating ,FALSE
illustrators,FALSE
imaginations,FALSE
imagines,FALSE
immediate,TRUE
impatiently ,FALSE
imply,TRUE
implied,FALSE
implying ,FALSE
implore,TRUE
implores,FALSE
imploring ,FALSE
impolitely ,FALSE
impresses,FALSE
impressing ,FALSE
impressions,FALSE
improve,TRUE
improving ,FALSE
improves,FALSE
impulses,FALSE
inched,FALSE
inching ,FALSE
inchworms,FALSE
incidents,FALSE
include,TRUE
includes,FALSE
indescribably ,FALSE
indicates,FALSE
indicated,FALSE
indicating ,FALSE
indignant,TRUE
infants,FALSE
informs,FALSE
informing ,FALSE
ingredients,FALSE
injure,TRUE
injures,FALSE
injuring ,FALSE
inks,FALSE
inquire,TRUE
inquires,FALSE
inquiring ,FALSE
insect,TRUE
inseparably,FALSE
insists,FALSE
insisting,FALSE
inspires,FALSE
inspiring ,FALSE
instruction,TRUE
instrument,TRUE
insult,TRUE
insults,FALSE
insulting ,FALSE
integrates,FALSE
integrated,FALSE
integrating ,FALSE
intends,FALSE
intending ,FALSE
interests,FALSE
interrupts,FALSE
intimately ,FALSE
introduce,TRUE
introduces,FALSE
introducing ,FALSE
introductions,FALSE
invade,TRUE
invades,FALSE
invaded,FALSE
invent,TRUE
invents,FALSE
inventing ,FALSE
inventions,FALSE
investigates,FALSE
investigated,FALSE
investigating ,FALSE
irons,FALSE
isles,FALSE
itches,FALSE
itched,FALSE
itching ,FALSE
jab,TRUE
jabs,FALSE
jabbing ,FALSE
jacking ,FALSE
jackrabbits,FALSE
jades,FALSE
jaded,FALSE
jails,FALSE
jailed,FALSE
jammed ,FALSE
janitors,FALSE
jars,FALSE
jarred,FALSE
jarring ,FALSE
jaundice,TRUE
jawed,FALSE
jawing ,FALSE
jay,TRUE
jazz,TRUE
jazzes,FALSE
jazzing ,FALSE
jeeps,FALSE
jellies,FALSE
jerk,TRUE
jerks,FALSE
jerking ,FALSE
jets,FALSE
jeweling ,FALSE
jew,TRUE
jigs,FALSE
jiggles,FALSE
jiggled,FALSE
jiggling ,FALSE
jingles,FALSE
jingled,FALSE
jingling ,FALSE
jockeys,FALSE
jogs,FALSE
jogging ,FALSE
joking ,FALSE
joyful,TRUE
joyously ,FALSE
judged,FALSE
judging ,FALSE
juggled,FALSE
juggles,FALSE
juices,FALSE
juiced,FALSE
juicing ,FALSE
jumbles,FALSE
jumbled,FALSE
jumbling ,FALSE
jumpers,FALSE
junctions,FALSE
juniors,FALSE
kaleidoscopes,FALSE
kernels,FALSE
kidnaps,FALSE
kidnapped,FALSE
kidnapping ,FALSE
kills,FALSE
kimono,FALSE
kindergartens,FALSE
kingdoms,FALSE
kitchens,FALSE
kit,TRUE
kneads,FALSE
kneel,TRUE
kneels,FALSE
knits,FALSE
knob,TRUE
knotting ,FALSE
koalas,FALSE
labs,FALSE
label,TRUE
labels,FALSE
labeled,FALSE
laced,FALSE
lacing ,FALSE
lacks,FALSE
lacking ,FALSE
lacked,FALSE
lads,FALSE
lagging ,FALSE
lagged ,FALSE
lamps,FALSE
lampposts,FALSE
landscapes,FALSE
languages,FALSE
lantern,TRUE
laps,FALSE
lapped,FALSE
lapping ,FALSE
lash,TRUE
lashed,FALSE
lashing ,FALSE
lass,TRUE
lassed,FALSE
lassing ,FALSE
lasts,FALSE
lasting ,FALSE
latches,FALSE
latching ,FALSE
launch,TRUE
launches,FALSE
launching ,FALSE
laundromats,FALSE
leads,FALSE
leading ,FALSE
leaks,FALSE
leaked,FALSE
leans,FALSE
leashes,FALSE
leashed,FALSE
leashing ,FALSE
lease,TRUE
leased,FALSE
leases,FALSE
ledges,FALSE
leed,TRUE
legacies,FALSE
lemons,FALSE
lends,FALSE
lengthen,TRUE
lengthens,FALSE
lengthened,FALSE
lentils,FALSE
leprechauns,FALSE
levels,FALSE
leveled,FALSE
leveling ,FALSE
liars,FALSE
librarian,TRUE
libraries,FALSE
lids,FALSE
lifebelts,FALSE
lifeboats,FALSE
lifestyle,TRUE
lightbulbs,FALSE
liking ,FALSE
lilacs,FALSE
limbs,FALSE
limbers,FALSE
limbering ,FALSE
limes,FALSE
limits,FALSE
limiting ,FALSE
limos,FALSE
limps,FALSE
limped,FALSE
limping ,FALSE
lining ,FALSE
lineups,FALSE
link,TRUE
links,FALSE
linking ,FALSE
liquids,FALSE
loaders,FALSE
loaves,FALSE
loafer,TRUE
loans,FALSE
loaning ,FALSE
locking ,FALSE
lockets,FALSE
logged,FALSE
logging ,FALSE
logpiles,FALSE
lollipops,FALSE
longs,FALSE
lookouts,FALSE
loop,TRUE
looping,FALSE
loops,FALSE
looting,FALSE
looted,FALSE
lords,FALSE
loses,FALSE
losers,FALSE
losses,FALSE
lows,FALSE
lowing ,FALSE
lubricate,TRUE
lubricates,FALSE
lubricated,FALSE
lucks,FALSE
lucked,FALSE
lucking ,FALSE
lumbers,FALSE
lumbered,FALSE
lumbering,FALSE
lumped,FALSE
lumping ,FALSE
lunchrooms,FALSE
lung,TRUE
lurching ,FALSE
lurk,TRUE
lurked,FALSE
lurking ,FALSE
mas,FALSE
madden,FALSE
maddening ,FALSE
magazine,TRUE
magically ,FALSE
magicians,FALSE
magnificently ,FALSE
magnifiques,FALSE
mailed,FALSE
mailing ,FALSE
maintains,FALSE
maintained,FALSE
maintaining,FALSE
majestically,FALSE
majors,FALSE
majored,FALSE
majoring,FALSE
majesties,FALSE
majorities,FALSE
males,FALSE
malts,FALSE
malting ,FALSE
manages,FALSE
managing ,FALSE
manager,TRUE
manes,FALSE
mangoes,FALSE
manicures,FALSE
mansions,FALSE
maps,FALSE
mapped,FALSE
mapping ,FALSE
marbled,FALSE
marbling ,FALSE
marches,FALSE
mares,FALSE
marigolds,FALSE
marking ,FALSE
markets,FALSE
marriages,FALSE
marrying ,FALSE
marrows,FALSE
marsh,TRUE
marvel,TRUE
marvels,FALSE
marveling ,FALSE
marvelously ,FALSE
mascots,FALSE
mash,TRUE
mashes,FALSE
mashing ,FALSE
masked,FALSE
masking ,FALSE
massage,TRUE
massages,FALSE
massaging ,FALSE
mastered,FALSE
mastering ,FALSE
mast,TRUE
matted,FALSE
matting ,FALSE
matched,FALSE
matching ,FALSE
maths,FALSE
mattered,FALSE
maul,TRUE
mauls,FALSE
mauling ,FALSE
meanest,FALSE
measures,FALSE
meats,FALSE
mechanics,FALSE
medal,TRUE
meddle,TRUE
meddles,FALSE
meddled,FALSE
medicines,FALSE
mediums,FALSE
megaphones,FALSE
mends,FALSE
mentions,FALSE
mentioned,FALSE
mentioning,FALSE
menus,FALSE
meows,FALSE
meowing ,FALSE
mermaids,FALSE
messed,FALSE
messing ,FALSE
messages,FALSE
messaged,FALSE
messaging ,FALSE
messengers,FALSE
metals,FALSE
method,TRUE
microphone,TRUE
midgets,FALSE
militaries,FALSE
milkmans,FALSE
mills,FALSE
mingle,TRUE
mingles,FALSE
mingling ,FALSE
minnows,FALSE
minuses,FALSE
miracles,FALSE
miraculously ,FALSE
mirrors,FALSE
mirrored,FALSE
mirroring ,FALSE
misbehaves,FALSE
misbehaved,FALSE
mischiefs,FALSE
mischievously ,FALSE
mismatch,TRUE
mismatches,FALSE
mismatching ,FALSE
mists,FALSE
mistaking ,FALSE
misters,FALSE
mistresses,FALSE
mits,FALSE
mixes,FALSE
mixing ,FALSE
mixers,FALSE
moaning ,FALSE
moats,FALSE
moated,FALSE
moating ,FALSE
mobiles,FALSE
modeled,FALSE
modeling ,FALSE
modest,TRUE
molded,FALSE
molds,FALSE
molding ,FALSE
moles,FALSE
molts,FALSE
molted,FALSE
molting ,FALSE
monorails,FALSE
moos,FALSE
mooed,FALSE
mooing ,FALSE
moods,FALSE
moody,FALSE
moonflower,TRUE
mopes,FALSE
moped,FALSE
moping ,FALSE
morals,FALSE
morsels,FALSE
moth,TRUE
motions,FALSE
motioned,FALSE
motioning ,FALSE
motors,FALSE
motored,FALSE
motoring ,FALSE
motorbike,TRUE
motorcycles,FALSE
motorcycling,FALSE
motorcycled,FALSE
mottos,FALSE
mounded,FALSE
mounding ,FALSE
mounts,FALSE
mounted,FALSE
mounting ,FALSE
mountainsides,FALSE
mourns,FALSE
mourned,FALSE
mourning ,FALSE
mourners,FALSE
mouthfuls,FALSE
movements,FALSE
mover,TRUE
mow,TRUE
mows,FALSE
muddles,FALSE
muddling ,FALSE
muffer,TRUE
muffers,FALSE
muffering ,FALSE
mudglump,TRUE
muffets,FALSE
muffinheads,FALSE
muffle,TRUE
muffles,FALSE
muffling ,FALSE
mufflers,FALSE
mules,FALSE
multiply ,TRUE
multiplies,FALSE
multiplying ,FALSE
multiple,FALSE
mumbles,FALSE
munches,FALSE
murmur,TRUE
murmurs,FALSE
murmuring ,FALSE
muse,TRUE
muses,FALSE
musing ,FALSE
mushed,FALSE
mushes,FALSE
mushing ,FALSE
musicals,FALSE
musically ,FALSE
musts,FALSE
mustaches,FALSE
mustards,FALSE
mutts,FALSE
mutter,TRUE
muzzle,TRUE
muzzled,FALSE
muzzling ,FALSE
mysteriously ,FALSE
mysteries,FALSE
nacks,FALSE
nags,FALSE
nagged,FALSE
nagging ,FALSE
nailed,FALSE
naming ,FALSE
nannies,FALSE
nannied ,FALSE
nannying ,FALSE
napped,FALSE
naptimes,FALSE
narrators,FALSE
narrows,FALSE
narrowed,FALSE
narrowing ,FALSE
nationals,FALSE
natives,FALSE
naturally,FALSE
navigates,FALSE
navigated,FALSE
navigating ,FALSE
nears,FALSE
nearing ,FALSE
nearest,FALSE
neats,FALSE
necessity ,TRUE
necked,FALSE
necktie,TRUE
nectars,FALSE
neighs,FALSE
neighing ,FALSE
neighborhoods,FALSE
nephews,FALSE
nesting ,FALSE
nestle,TRUE
nestles,FALSE
nestling ,FALSE
nets,FALSE
netted,FALSE
netting ,FALSE
neutrals,FALSE
neutrally ,FALSE
newborns,FALSE
newstands,FALSE
nibbling ,FALSE
nicer,FALSE
niche,TRUE
nieces,FALSE
nightdresses,FALSE
nightmares,FALSE
nightshirts,FALSE
nines,FALSE
nineteenth ,FALSE
nineties ,FALSE
nips,FALSE
nipped ,FALSE
nipping ,FALSE
nobs,FALSE
nobles,FALSE
nods,FALSE
nodding ,FALSE
nooks,FALSE
normally,FALSE
northwards,FALSE
nosing ,FALSE
nosed,FALSE
nostrils,FALSE
noting,FALSE
notebooks,FALSE
noticing,FALSE
nougats,FALSE
nozzles,FALSE
nudes,FALSE
numbs,FALSE
numbed,FALSE
numbing ,FALSE
nurses,FALSE
nursed,FALSE
nursing ,FALSE
nutted,FALSE
nutting ,FALSE
nutritionist,TRUE
oaks,FALSE
oatmeals,FALSE
oat,TRUE
obeys,FALSE
obeying,FALSE
objects,FALSE
objecting ,FALSE
obligate,TRUE
obligates,FALSE
obligating ,FALSE
occasionally,FALSE
occurs,FALSE
occurring ,FALSE
octopuses,FALSE
odds,FALSE
offend,TRUE
offends,FALSE
offending ,FALSE
offers,FALSE
offering ,FALSE
offerings,FALSE
offices,FALSE
officers,FALSE
oils,FALSE
oiling ,FALSE
oinks,FALSE
oinked,FALSE
oinking ,FALSE
ointments,FALSE
olive,TRUE
olympic,TRUE
omelets,FALSE
onwards,FALSE
ooze,TRUE
oozes,FALSE
oozed,FALSE
opals,FALSE
openers,FALSE
operas,FALSE
opportunity ,TRUE
oppose,TRUE
opposes,FALSE
opposing ,FALSE
opposites,FALSE
orchard,TRUE
orchestra,TRUE
orders,FALSE
ordering ,FALSE
ordinarily ,FALSE
organs,FALSE
organize,TRUE
organizes,FALSE
organized,FALSE
orphans,FALSE
ostriches,FALSE
otters,FALSE
outed,FALSE
outing ,FALSE
outgrows,FALSE
outgrowing ,FALSE
outlaw,TRUE
outlines,FALSE
outlined,FALSE
outlining ,FALSE
outskirt,TRUE
outsmarts,FALSE
outsmarted,FALSE
outsmarting ,FALSE
outstretch,TRUE
outstretches,FALSE
outstretching ,FALSE
ovals,FALSE
ovens,FALSE
overcoats,FALSE
overcoated,FALSE
overcoating ,FALSE
overcook,TRUE
overcooking ,FALSE
overcooks,FALSE
overdress,TRUE
overdresses,FALSE
overdressing ,FALSE
overflows,FALSE
overflowed,FALSE
overflowing ,FALSE
overhear,TRUE
overhears,FALSE
overhearing ,FALSE
overlook,TRUE
overlooks,FALSE
overlooked,FALSE
overwhelms,FALSE
overwhelmed,FALSE
overwhelming ,FALSE
overwork,TRUE
overworks,FALSE
overworking ,FALSE
owns,FALSE
owning ,FALSE
oxes,FALSE
paces,FALSE
pacing ,FALSE
packs,FALSE
packaging ,FALSE
packets,FALSE
padding ,FALSE
paged,FALSE
paging ,FALSE
paining ,FALSE
painfully ,FALSE
palaces,FALSE
paled,FALSE
pales,FALSE
paling ,FALSE
palms,FALSE
pane,TRUE
panick,TRUE
panicks,FALSE
panicking ,FALSE
pant,TRUE
pantload,TRUE
pantries,FALSE
paps,FALSE
papers,FALSE
paperweights,FALSE
parades,FALSE
paraded,FALSE
parading ,FALSE
pardons,FALSE
pardoned,FALSE
pardoning ,FALSE
parent,TRUE
parlors,FALSE
parrots,FALSE
parsons,FALSE
partridges,FALSE
passages,FALSE
paste,TRUE
pastes,FALSE
pasting ,FALSE
pastries ,FALSE
pastures,FALSE
pats,FALSE
patting ,FALSE
patching ,FALSE
pathing ,FALSE
pathetically ,FALSE
patients,FALSE
patrols,FALSE
patrolled,FALSE
patrolling ,FALSE
patter,TRUE
patters,FALSE
patterned,FALSE
patterning ,FALSE
pauses,FALSE
pausing ,FALSE
pavements,FALSE
pave,TRUE
paves,FALSE
paved,FALSE
pawed,FALSE
pawn,TRUE
pawned,FALSE
pawning ,FALSE
peaches,FALSE
peacocks,FALSE
peachy,FALSE
peaked,FALSE
peaking ,FALSE
pecans,FALSE
pecks,FALSE
pecked,FALSE
pecking ,FALSE
peculiarly ,FALSE
pedaling ,FALSE
peddlers,FALSE
pedestrian,TRUE
pedlars,FALSE
peed,FALSE
peeing,FALSE
pees,FALSE
peels,FALSE
peeling ,FALSE
peeps,FALSE
peer,TRUE
peers,FALSE
peg,TRUE
pegged,FALSE
pens,FALSE
penalties,FALSE
peppermints,FALSE
percents,FALSE
perches,FALSE
perching ,FALSE
performances,FALSE
performer,TRUE
perk,TRUE
perks,FALSE
perking ,FALSE
permit,TRUE
permits,FALSE
permitting ,FALSE
perplex,TRUE
perplexes,FALSE
perplexing ,FALSE
persians,FALSE
persist,TRUE
persists,FALSE
persisting ,FALSE
personally ,FALSE
petted,FALSE
petting ,FALSE
petal,TRUE
petaled,FALSE
petaling ,FALSE
phased,FALSE
phases,FALSE
phasing ,FALSE
phones,FALSE
phoning ,FALSE
photographs,FALSE
photographers,FALSE
photo,TRUE
physicians,FALSE
pianos,FALSE
pickers,FALSE
pickets,FALSE
picketing ,FALSE
picketed,FALSE
pickling ,FALSE
pictured,FALSE
picturing ,FALSE
pieced,FALSE
piecing ,FALSE
piggies ,FALSE
piglet,TRUE
piles,FALSE
piling ,FALSE
pileups,FALSE
pilots,FALSE
piloting ,FALSE
pinned,FALSE
pinches,FALSE
pinched,FALSE
pinching ,FALSE
pincushions,FALSE
pined,FALSE
pining,FALSE
pineapples,FALSE
pinhead,TRUE
pinheads,FALSE
pints,FALSE
pips,FALSE
pipped,FALSE
pipping ,FALSE
pipelayers,FALSE
pirouettes,FALSE
pirouetted,FALSE
pistachios,FALSE
pitted,FALSE
pitting ,FALSE
pitch,TRUE
pitches,FALSE
pitchers,FALSE
pitters,FALSE
plaid,TRUE
plaining ,FALSE
plained,FALSE
planed,FALSE
planing ,FALSE
planets,FALSE
planks,FALSE
planked,FALSE
planking ,FALSE
plasters,FALSE
plastered,FALSE
plastering ,FALSE
plastics,FALSE
plated,FALSE
plating ,FALSE
platforms,FALSE
platters,FALSE
platypuses,FALSE
players,FALSE
playfellow,TRUE
playgrounds,FALSE
playmate,TRUE
plaything,TRUE
pleads,FALSE
pleading ,FALSE
pleases,FALSE
pleats,FALSE
pleated,FALSE
pleating ,FALSE
pledges,FALSE
pledged,FALSE
pledging ,FALSE
plier,TRUE
plod,TRUE
plods,FALSE
plodded,FALSE
plops,FALSE
plopped,FALSE
plopping,FALSE
plough,TRUE
ploughed,FALSE
ploughing ,FALSE
plucks,FALSE
plucking ,FALSE
plugging ,FALSE
plumbers,FALSE
plumps,FALSE
plumped,FALSE
plumping ,FALSE
plunge,TRUE
plunges,FALSE
plunging ,FALSE
plungers,FALSE
plunks,FALSE
plunked,FALSE
plunking ,FALSE
poaches,FALSE
poaching,FALSE
pocketed,FALSE
pocketing ,FALSE
pocketfuls,FALSE
poet,TRUE
poison,TRUE
poisons,FALSE
poisoning ,FALSE
pokes,FALSE
poking ,FALSE
poker,TRUE
poled,FALSE
poling ,FALSE
polishes,FALSE
polishing ,FALSE
polls,FALSE
polled,FALSE
polling ,FALSE
ponytails,FALSE
poos,FALSE
poofs,FALSE
poofed,FALSE
pooled,FALSE
pooling ,FALSE
pooping ,FALSE
popping ,FALSE
porches,FALSE
porched,FALSE
porcupines,FALSE
porkers,FALSE
porked,FALSE
porks,FALSE
porter,TRUE
portion,TRUE
portioned,FALSE
portioning ,FALSE
portraits,FALSE
posy ,TRUE
possessed,FALSE
possesses,FALSE
possessing ,FALSE
possession,TRUE
possibility ,TRUE
possums,FALSE
posts,FALSE
posted,FALSE
posting ,FALSE
postmasters,FALSE
potted,FALSE
potting ,FALSE
pouches,FALSE
pouched,FALSE
pouching ,FALSE
pounces,FALSE
pouted,FALSE
pouting ,FALSE
powders,FALSE
powdering ,FALSE
powering ,FALSE
practices,FALSE
prairies,FALSE
prances,FALSE
prancers,FALSE
prays,FALSE
prayed,FALSE
precise,TRUE
predict,TRUE
predicts,FALSE
predicting ,FALSE
predictions,FALSE
prefers,FALSE
preferred,FALSE
preferring ,FALSE
preference,TRUE
prepares,FALSE
presenting ,FALSE
presses,FALSE
pretends,FALSE
pretenders,FALSE
prettier,FALSE
prices,FALSE
priced,FALSE
pricing ,FALSE
pricelessly ,FALSE
pricks,FALSE
pricking ,FALSE
prickled,FALSE
prickling ,FALSE
pry,TRUE
prying ,FALSE
priests,FALSE
principles,FALSE
printed,FALSE
printing ,FALSE
prisons,FALSE
prisoners,FALSE
privates,FALSE
privately ,FALSE
prizes,FALSE
prizing ,FALSE
proclaims,FALSE
proclaimed,FALSE
proclaiming ,FALSE
prods,FALSE
prodding ,FALSE
professionals,FALSE
professionally ,FALSE
professors ,FALSE
program,TRUE
programmed,FALSE
programming ,FALSE
progresses,FALSE
progressed,FALSE
progressing ,FALSE
promenaded,FALSE
promenades,FALSE
promenading ,FALSE
promising ,FALSE
pronounce,TRUE
pronounces,FALSE
pronouncing ,FALSE
propellers,FALSE
proposals,FALSE
prop,TRUE
propped ,FALSE
propping ,FALSE
protects,FALSE
protected,FALSE
protecting ,FALSE
protections,FALSE
protectors,FALSE
protest,TRUE
protests,FALSE
protesting ,FALSE
protester,TRUE
protrude,TRUE
protrudes,FALSE
protruded,FALSE
prouder,FALSE
proving ,FALSE
provides,FALSE
providing ,FALSE
prowls,FALSE
prowled,FALSE
prowling ,FALSE
pruned,FALSE
pruning ,FALSE
psalms,FALSE
psychic,TRUE
psychologist,TRUE
publishers,FALSE
puddled,FALSE
puddling ,FALSE
pulps,FALSE
pulped,FALSE
pulping ,FALSE
pumps,FALSE
pumpers,FALSE
punches,FALSE
punching ,FALSE
punish,TRUE
punishes,FALSE
punishing ,FALSE
purchase,TRUE
purchased,FALSE
purchasing ,FALSE
purses,FALSE
pushers,FALSE
puzzling ,FALSE
pyramid,TRUE
pythons,FALSE
quakers,FALSE
qualify,TRUE
qualifies,FALSE
qualifying ,FALSE
quality ,TRUE
quarrels,FALSE
quarreled,FALSE
quarts,FALSE
queers,FALSE
questioned,FALSE
questioning ,FALSE
quiets,FALSE
quieting ,FALSE
quilted,FALSE
quilting ,FALSE
quits,FALSE
quitting ,FALSE
quivers,FALSE
quivering ,FALSE
raccoons,FALSE
racetracks,FALSE
racks,FALSE
racked,FALSE
